iter	Logloss
444	0.3805893044
445	0.3805611459
446	0.3805253349
447	0.3804864149
448	0.3804665115
449	0.3804383895
450	0.3804025441
451	0.3803850209
452	0.3803613658
453	0.3803144478
454	0.3802809089
455	0.3802578542
456	0.3801987284
457	0.3801574565
458	0.3801171698
459	0.3800758012
460	0.38003987
461	0.3800079885
462	0.3799784082
463	0.3799389774
464	0.3799227739
465	0.3798888798
466	0.3798637153
467	0.3798345198
468	0.379809675
469	0.3797927686
470	0.379755987
471	0.3797347376
472	0.3797154174
473	0.3796650613
474	0.3796259939
475	0.3795948667
476	0.3795639243
477	0.3795266831
478	0.3794493038
479	0.3794057725
480	0.3793792519
481	0.3793419015
482	0.37931267
483	0.379287596
484	0.3792670217
485	0.3792367426
486	0.3792101355
487	0.3791813135
488	0.379152402
489	0.3791120807
490	0.3790584522
491	0.3790425536
492	0.3790141763
493	0.3789881604
494	0.3789634667
495	0.3789103447
496	0.3788936074
497	0.3788839737
498	0.3788560834
499	0.378824313
500	0.3788017524
501	0.3787790602
502	0.3787506975
503	0.3787155049
504	0.3786910463
505	0.3786738431
506	0.3786615517
507	0.378626159
508	0.378600158
509	0.3785686586
510	0.3785128166
511	0.3784738661
512	0.3784109056
513	0.3783665412
514	0.3783268638
515	0.378245639
516	0.3782226164
517	0.3781934776
518	0.3781521636
519	0.37812292
520	0.3780888569
521	0.3780698513
522	0.3780288189
523	0.3779972425
524	0.3779779037
525	0.377966863
526	0.3779459655
527	0.3779171597
528	0.3778989272
529	0.3778670976
530	0.3778433804
531	0.377797848
532	0.3777645149
533	0.3777370813
534	0.3777052705
535	0.3776906058
536	0.3776280814
537	0.3775744218
538	0.3775298435
539	0.3774889796
540	0.3774471672
541	0.3774052864
542	0.3773768254
543	0.3773439091
544	0.3773193709
545	0.3772801356
546	0.3772466828
547	0.3772205318
548	0.3771851941
549	0.3771701539
550	0.3771558717
551	0.3771377478
552	0.3771197344
553	0.3770775368
554	0.3770394852
555	0.376999666
556	0.3769748787
557	0.3769303488
558	0.3769187383
559	0.3768833717
560	0.3768395373
561	0.3767982628
562	0.3767563116
563	0.3767162522
564	0.3766772295
565	0.3766514719
566	0.3766048591
567	0.37658858
568	0.3765711328
569	0.3765287479
570	0.3764837706
571	0.3764601695
572	0.3764366706
573	0.3764311884
574	0.3764085421
575	0.3763826835
576	0.3763354866
577	0.3762987212
578	0.376276869
579	0.3762479126
580	0.3762249492
581	0.3761706731
582	0.3761464317
583	0.3761398158
584	0.3761040608
585	0.3760709358
586	0.3760465501
587	0.3760190603
588	0.3759881719
589	0.3759420476
590	0.375923699
591	0.3759079476
592	0.3758784028
593	0.3758584747
594	0.3758153998
595	0.3757893494
596	0.3757636285
597	0.3757321745
598	0.3756722453
599	0.3756511773
600	0.3756178514
601	0.3755997971
602	0.3755600181
603	0.3755220546
604	0.3754859424
605	0.3754546017
606	0.3754371856
607	0.3754213902
608	0.3753709613
609	0.3753344021
610	0.3753021488
611	0.3752737946
612	0.375255767
613	0.3752098208
614	0.3751864687
615	0.3751525949
616	0.3751434837
617	0.375114115
618	0.375097549
619	0.3750855704
620	0.3750584658
621	0.3750442436
622	0.3750285908
623	0.374994017
624	0.3749643483
625	0.3749490548
626	0.3749095011
627	0.3748771316
628	0.3748590473
629	0.3748263005
630	0.3748059019
631	0.3747810472
632	0.3747512557
633	0.3747235799
634	0.3746949583
635	0.3746833074
636	0.3746533214
637	0.3746311301
638	0.3746013638
639	0.3745370372
640	0.3745179708
641	0.3744747867
642	0.3744488139
643	0.3744261066
644	0.3743921255
645	0.3743687029
646	0.3743384755
647	0.3743165728
648	0.3742833336
649	0.3742396219
650	0.3741934818
651	0.3741707728
652	0.3741124566
653	0.3740922446
654	0.3740749375
655	0.3740557583
656	0.3740370892
657	0.3739986258
658	0.3739756474
659	0.3739533987
660	0.3739396464
661	0.3739256515
662	0.3738985571
663	0.3738738633
664	0.3738352623
665	0.3738013914
666	0.373783477
667	0.3737519448
668	0.3737199889
669	0.3737016092
670	0.3736786795
671	0.3736416917
672	0.3736081639
673	0.3735754161
674	0.3735407256
675	0.3735318471
676	0.3734964065
677	0.3734719976
678	0.3734529774
679	0.3734485732
680	0.373430403
681	0.3734049706
682	0.373378588
683	0.3733648369
684	0.37334122
685	0.3733154784
686	0.3732994321
687	0.3732799069
688	0.3732636769
689	0.3732470488
690	0.3732091583
691	0.3731914857
692	0.3731632867
693	0.3731194964
694	0.3730975286
695	0.3730684588
696	0.3730391224
697	0.3729940185
698	0.3729728259
699	0.3729474941
700	0.372935454
701	0.3728962824
702	0.3728560437
703	0.372842779
704	0.3728195479
705	0.3727961666
706	0.3727416726
707	0.3727138792
708	0.3726883596
709	0.3726446786
710	0.3726198922
711	0.3726091423
712	0.3725850686
713	0.3725645987
714	0.3725340562
715	0.3725137162
716	0.37245913
717	0.3724345993
718	0.3724164232
719	0.3723767166
720	0.3723585165
721	0.3723314797
722	0.3723056379
723	0.372250898
724	0.3722286839
725	0.3721970203
726	0.3721501597
727	0.3721086178
728	0.372086354
729	0.3720600748
730	0.3720317194
731	0.3720038777
732	0.371983684
733	0.3719660631
734	0.3719345247
735	0.3719154507
736	0.3718875702
737	0.3718671978
738	0.3718475868
739	0.3718397062
740	0.3718314894
741	0.3718180255
742	0.3717892618
743	0.3717540274
744	0.3717122575
745	0.3717042478
746	0.3716862213
747	0.371659148
748	0.371637154
749	0.371603167
750	0.3715880259
751	0.3715730583
752	0.3715608639
753	0.3715196425
754	0.3714897852
755	0.3714573914
756	0.3714359963
757	0.3714023828
758	0.3713332922
759	0.3712983897
760	0.3712663031
761	0.3712484747
762	0.3712302713
763	0.3712184754
764	0.3711814583
765	0.3711190078
766	0.371074208
767	0.3710572592
768	0.3710131098
769	0.3709884752
770	0.3709667258
771	0.3709312413
772	0.3709036966
773	0.3708636612
774	0.3708403231
775	0.3708256297
776	0.3707863225
777	0.3707474944
778	0.3707242718
779	0.3706963829
780	0.3706720996
781	0.3706384274
782	0.3706197629
783	0.3706048797
784	0.3705847551
785	0.3705618802
786	0.3705274392
787	0.3704890148
788	0.3704755965
789	0.3704458593
790	0.3704082591
791	0.3703933642
792	0.3703579276
793	0.3703221155
794	0.3702741033
795	0.3702320795
796	0.3702117354
797	0.3701772429
798	0.3701569544
799	0.3701419615
800	0.3701168198
801	0.3700884934
802	0.3700610431
803	0.3700361236
804	0.3700080738
805	0.3699856316
806	0.36996656
807	0.3699483726
808	0.3699212411
809	0.3699101344
810	0.3699008092
811	0.3698805554
812	0.369870124
813	0.3698349206
814	0.36980169
815	0.3697840862
816	0.3697663404
817	0.3697372279
818	0.3697147758
819	0.3696960155
820	0.3696827581
821	0.3696361017
822	0.3695831291
823	0.3695548056
824	0.3695218202
825	0.3694777442
826	0.3694370207
827	0.3694058894
828	0.3693857435
829	0.3693508694
830	0.3693259333
831	0.3693133663
832	0.3692998616
833	0.3692849839
834	0.3692637015
835	0.3692451035
836	0.3692044357
837	0.3691789751
838	0.3691340596
839	0.3691041076
840	0.3690894529
841	0.3690701522
842	0.3690456693
843	0.3690139665
844	0.3689734509
845	0.368948193
846	0.3689220399
847	0.3689044405
848	0.3688837557
849	0.3688673362
850	0.368847775
851	0.3688262209
852	0.3687904457
853	0.3687598282
854	0.3687309817
855	0.3687071355
856	0.3686659816
857	0.3686477606
858	0.368639932
859	0.3686099572
860	0.3685728055
861	0.3685531854
862	0.3685323564
863	0.3685064929
864	0.368478911
865	0.3684425367
866	0.3684213817
867	0.3683915775
868	0.3683605381
869	0.3683289161
870	0.3682956773
871	0.368287006
872	0.368266045
873	0.3682494773
874	0.3682196929
875	0.3681846591
876	0.3681683982
877	0.3681294368
878	0.3681195194
879	0.3680940663
880	0.3680805888
881	0.3680497032
882	0.3680179665
883	0.3680070557
884	0.3679869575
885	0.3679590687
886	0.3679365229
887	0.3679012407
888	0.3678880225
889	0.3678687729
890	0.3678589295
891	0.367828552
892	0.3678034448
893	0.367781791
894	0.3677318501
895	0.3676986762
896	0.3676698197
897	0.3676357496
898	0.3676050405
899	0.3675862395
900	0.3675666248
901	0.3675340492
902	0.3675060717
903	0.3674841608
904	0.3674704303
905	0.3674574008
906	0.3674273325
907	0.3674041376
908	0.3673761538
909	0.3673421665
910	0.3673150481
911	0.3673009794
912	0.3672612917
913	0.367243254
914	0.3672167791
915	0.3671795772
916	0.3671632597
917	0.3671248921
918	0.3671109001
919	0.3670867203
920	0.3670572444
921	0.3670286668
922	0.3670127779
923	0.3669750216
924	0.3669493168
925	0.366910287
926	0.3668679995
927	0.3668363052
928	0.3668083363
929	0.3667660627
930	0.3667527718
931	0.3667284649
932	0.3666898588
933	0.366666958
934	0.366635648
935	0.3666058905
936	0.3665905118
937	0.3665697794
938	0.3665192109
939	0.3664746147
940	0.3664403947
941	0.3664291613
942	0.3664071155
943	0.3663788095
944	0.3663507139
945	0.366317547
946	0.366267761
947	0.3662462666
948	0.3662200788
949	0.3661811593
950	0.3661612273
951	0.3661464954
952	0.3661239905
953	0.3660871095
954	0.3660653002
955	0.3660278327
956	0.3660113888
957	0.3659869994
958	0.365940577
959	0.3659089302
960	0.3658682871
961	0.3658438297
962	0.3658119781
963	0.3657890065
964	0.3657690631
965	0.3657593669
966	0.3657404656
967	0.3657161786
968	0.3656729893
969	0.3656557745
970	0.3656403839
971	0.3656084442
972	0.3655648479
973	0.3655505608
974	0.3655219726
975	0.365487719
976	0.3654783794
977	0.3654571607
978	0.3654375261
979	0.3654184737
980	0.3653894021
981	0.3653723062
982	0.3653450514
983	0.365320851
984	0.365307356
985	0.3652817611
986	0.3652691459
987	0.36524411
988	0.3652143947
989	0.3651509032
990	0.3651217599
991	0.3650999732
992	0.365073158
993	0.3650496059
994	0.3650279259
995	0.3650143961
996	0.3649964579
997	0.3649677659
998	0.3649317664
999	0.3649000548
