iter	Passed	Remaining
280	81373	208212
281	81730	208093
282	82016	207795
283	82341	207594
284	82697	207469
285	83102	207466
286	83481	207393
287	83740	207026
288	84015	206694
289	84299	206387
290	84590	206097
291	84850	205734
292	85146	205455
293	85337	204926
294	85695	204798
295	85960	204447
296	86244	204140
297	86538	203859
298	86845	203606
299	87071	203167
300	87382	202925
301	87686	202665
302	88057	202560
303	88337	202246
304	88607	201910
305	88894	201611
306	89276	201526
307	89561	201221
308	90029	201327
309	90321	201037
310	90611	200743
311	90845	200325
312	91125	200009
313	91416	199718
314	91644	199290
315	92059	199268
316	92382	199045
317	92653	198710
318	92894	198310
319	93201	198053
320	93545	197873
321	93847	197604
322	94197	197435
323	94475	197115
324	94694	196672
325	94954	196316
326	95239	196012
327	95634	195933
328	95917	195625
329	96196	195309
330	96507	195056
331	96811	194788
332	97057	194406
333	97348	194113
334	97669	193881
335	98011	193689
336	98328	193447
337	98590	193096
338	98880	192802
339	99136	192441
340	99391	192079
341	99714	191848
342	99975	191498
343	100183	191047
344	100521	190845
345	100792	190515
346	101034	190131
347	101318	189826
348	101583	189487
349	101754	188972
350	101973	188548
351	102277	188283
352	102569	187994
353	102888	187756
354	103186	187480
355	103415	187077
356	103744	186856
357	104059	186609
358	104334	186291
359	104532	185835
360	104791	185489
361	105061	185163
362	105466	185075
363	105799	184858
364	106089	184567
365	106333	184195
366	106533	183749
367	106754	183338
368	107125	183187
369	107504	183047
370	107962	183042
371	108341	182899
372	108609	182568
373	108921	182311
374	109207	182011
375	109446	181634
376	109757	181376
377	110149	181250
378	110482	181027
379	110811	180797
380	111085	180477
381	111400	180223
382	111663	179886
383	112044	179737
384	112312	179407
385	112554	179037
386	112754	178601
387	113009	178251
388	113319	177990
389	113557	177616
390	113889	177387
391	114150	177049
392	114432	176743
393	114784	176546
394	115119	176323
395	115389	175997
396	115656	175669
397	116024	175493
398	116366	175278
399	116571	174857
400	116886	174600
401	117263	174436
402	117616	174236
403	117844	173850
404	118147	173574
405	118545	173438
406	118845	173158
407	119084	172788
408	119353	172465
409	119604	172113
410	119904	171834
411	120265	171640
412	120585	171388
413	120788	170971
414	121127	170745
415	121385	170407
416	121683	170123
417	121953	169801
418	122194	169439
419	122456	169106
420	122740	168804
421	123006	168478
422	123302	168192
423	123630	167950
424	124027	167801
425	124400	167619
426	124727	167374
427	124977	167025
428	125292	166764
429	125602	166496
430	125920	166238
431	126203	165933
432	126488	165632
433	126782	165342
434	127079	165056
435	127550	164995
436	127977	164876
437	128229	164531
438	128531	164251
439	128856	163999
440	129087	163627
441	129395	163354
442	129689	163062
443	130059	162866
444	130364	162589
445	130800	162474
446	131217	162334
447	131474	161995
448	131689	161605
449	131988	161319
450	132371	161134
451	132628	160796
452	132936	160521
453	133215	160210
454	133514	159924
455	133901	159741
456	134253	159517
457	134644	159339
458	134878	158974
459	135212	158727
460	135484	158407
461	135743	158073
462	136112	157867
463	136385	157548
464	136701	157280
465	136997	156989
466	137310	156715
467	137565	156377
468	137854	156078
469	138123	155756
470	138381	155421
471	138652	155103
472	138902	154760
473	139216	154488
474	139514	154199
475	139805	153903
476	140036	153540
477	140351	153270
478	140607	152936
479	140889	152630
480	141128	152277
481	141442	152006
482	142030	152028
483	142471	151891
484	142881	151719
485	143332	151590
486	143607	151274
487	143859	150934
488	144201	150689
489	144558	150458
490	144926	150239
491	145356	150083
492	145692	149829
493	146015	149562
494	146291	149246
495	146597	148961
496	146865	148638
497	147212	148394
498	147440	148031
499	147722	147722
500	147963	147372
501	148248	147066
502	148491	146720
503	148782	146420
504	149041	146090
505	149376	145833
506	149693	145559
507	149934	145212
508	150181	144870
509	150389	144492
510	150828	144334
511	151141	144056
512	151516	143837
513	151922	143647
514	152268	143398
515	152557	143096
516	152924	142867
517	153194	142547
518	153528	142287
519	153875	142039
520	154217	141785
521	154535	141509
522	154875	141253
523	155178	140963
524	155517	140706
525	155765	140366
526	156181	140177
527	156470	139875
528	156744	139558
529	156989	139217
530	157306	138939
531	157559	138604
532	157811	138270
533	158178	138036
534	158422	137694
535	158729	137407
536	159091	137168
537	159409	136891
538	159800	136675
539	160108	136388
540	160368	136061
541	160691	135786
542	160919	135433
543	161226	135145
544	161524	134850
545	161845	134575
546	162110	134251
547	162421	133968
548	162748	133696
549	163077	133427
550	163382	133137
551	163655	132821
552	164072	132622
553	164445	132387
554	164659	132024
555	165004	131765
556	165293	131463
557	165647	131211
558	165961	130928
559	166254	130628
560	166560	130338
561	166911	130084
562	167311	129866
563	167661	129610
564	168149	129460
565	168641	129311
566	169014	129071
567	169323	128781
568	169533	128416
569	169953	128210
570	170299	127948
571	170634	127677
572	170880	127340
573	171129	127005
574	171464	126734
575	171798	126462
576	172110	126174
577	172373	125850
578	172706	125577
579	173029	125297
580	173301	124980
581	173598	124680
582	173929	124405
583	174337	124185
584	174678	123916
585	175120	123719
586	175368	123385
587	175781	123166
588	176284	123009
589	176664	122767
590	176945	122454
591	177350	122227
592	177703	121965
593	178023	121679
594	178404	121434
595	178682	121120
596	178979	120818
597	179409	120606
598	179780	120353
599	180077	120051
600	180342	119728
601	180705	119469
602	180957	119138
603	181245	118829
604	181530	118520
605	181769	118179
606	182124	117915
607	182385	117590
608	182736	117323
609	183094	117060
610	183408	116769
611	183823	116541
612	184048	116193
613	184386	115917
614	184601	115563
615	184860	115237
616	185169	114943
617	185547	114690
618	185808	114366
619	186104	114063
620	186483	113811
621	186712	113468
622	187054	113193
623	187406	112924
624	187670	112602
625	187957	112294
626	188301	112020
627	188503	111661
628	188854	111391
629	189247	111145
630	189503	110818
631	189873	110559
632	190164	110253
633	190565	110010
634	190820	109684
635	191093	109367
636	191510	109134
637	191747	108797
638	192133	108544
639	192394	108222
640	192729	107940
641	193050	107651
642	193433	107396
643	193750	107104
644	194097	106828
645	194436	106548
646	194743	106251
647	195003	105928
648	195345	105649
649	195746	105401
650	196180	105171
651	196575	104920
652	197004	104686
653	197347	104407
654	197684	104124
655	198039	103850
656	198339	103546
657	198629	103239
658	198905	102923
659	199216	102626
660	199426	102277
661	199727	101975
662	199961	101639
663	200280	101346
664	200559	101033
665	200860	100731
666	201157	100428
667	201407	100100
668	201768	99828
669	202015	99500
670	202305	99193
671	202507	98842
672	202781	98528
673	203115	98242
674	203406	97936
675	203712	97637
676	204105	97379
677	204444	97096
678	204765	96803
679	205097	96516
680	205428	96228
681	205758	95940
682	206107	95660
683	206429	95368
684	206753	95076
685	206984	94742
686	207361	94474
687	207624	94155
688	207876	93831
689	208168	93525
690	208456	93217
691	208788	92928
692	209092	92628
693	209346	92305
694	209648	92003
695	209941	91698
696	210262	91405
697	210621	91128
698	210845	90793
699	211041	90446
700	211404	90171
701	211710	89871
702	211976	89554
703	212275	89252
704	212696	89000
705	212975	88689
706	213256	88379
707	213595	88093
708	213809	87755
709	214102	87450
710	214364	87132
711	214628	86816
712	214956	86525
713	215228	86211
714	215486	85893
715	215719	85564
716	216000	85255
717	216265	84940
718	216600	84651
719	216893	84347
720	217249	84067
721	217534	83759
722	217831	83457
723	218128	83153
724	218396	82840
725	218666	82526
726	218911	82204
727	219289	81932
728	219618	81641
729	219847	81313
730	220170	81020
731	220508	80732
732	220760	80413
733	220957	80074
734	221300	79788
735	221628	79497
736	221959	79206
737	222291	78916
738	222663	78640
739	222986	78346
740	223313	78054
741	223596	77746
742	223967	77469
743	224222	77151
744	224552	76860
745	224818	76546
746	225157	76258
747	225553	75988
748	225888	75698
749	226219	75406
750	226488	75094
751	226809	74798
752	227112	74497
753	227364	74179
754	227567	73846
755	227884	73549
756	228165	73242
757	228513	72955
758	228826	72657
759	229033	72326
760	229291	72011
761	229597	71711
762	229829	71388
763	230120	71084
764	230390	70773
765	230657	70462
766	230938	70154
767	231209	69844
768	231511	69543
769	231919	69274
770	232222	68974
771	232494	68664
772	232700	68335
773	232993	68031
774	233254	67718
775	233481	67396
776	233791	67098
777	234147	66813
778	234393	66496
779	234676	66190
780	235026	65903
781	235276	65588
782	235495	65265
783	235790	64962
784	235966	64627
785	236269	64327
786	236518	64013
787	236824	63714
788	237062	63396
789	237393	63104
790	237624	62785
791	237938	62489
792	238231	62186
793	238498	61877
794	238783	61572
795	239152	61290
796	239539	61011
797	239913	60730
798	240125	60407
799	240377	60094
800	240705	59800
801	241005	59500
802	241255	59187
803	241509	58875
804	241879	58591
805	242189	58293
806	242461	57986
807	242785	57691
808	243055	57384
809	243344	57080
810	243676	56787
811	243930	56476
812	244239	56178
813	244559	55882
814	244875	55585
815	245161	55281
816	245413	54970
817	245755	54679
818	246043	54375
819	246317	54069
820	246599	53765
821	246966	53479
822	247255	53176
823	247530	52870
824	247780	52559
825	248109	52265
826	248419	51966
827	248766	51676
828	249069	51376
829	249333	51068
830	249645	50770
831	249911	50462
832	250141	50148
833	250391	49838
834	250749	49549
835	251059	49250
836	251327	48944
837	251564	48631
838	251825	48324
839	252162	48030
840	252485	47735
841	252819	47441
842	253155	47147
843	253445	46845
844	253829	46560
845	254070	46249
846	254318	45939
847	254724	45658
848	255060	45364
849	255356	45062
850	255703	44770
851	256005	44470
852	256319	44172
853	256649	43876
854	256943	43575
855	257251	43275
856	257644	42990
857	257945	42690
858	258164	42376
859	258502	42081
860	258800	41780
861	259055	41472
862	259334	41169
863	259592	40861
864	259954	40570
865	260224	40265
866	260553	39969
867	260854	39669
868	261110	39361
869	261406	39060
870	261670	38754
871	261952	38451
872	262253	38151
873	262490	37841
874	262665	37523
875	262965	37223
876	263230	36918
877	263573	36624
878	263839	36319
879	264138	36018
880	264414	35715
881	264673	35409
882	265012	35114
883	265271	34809
884	265489	34498
885	265812	34201
886	266161	33907
887	266434	33604
888	266697	33299
889	267069	33008
890	267437	32716
891	267756	32418
892	268069	32120
893	268325	31814
894	268698	31523
895	268985	31221
896	269290	30921
897	269599	30622
898	269908	30323
899	270140	30015
900	270459	29717
901	270754	29416
902	271061	29117
903	271341	28815
904	271656	28516
905	271882	28208
906	272191	27909
907	272553	27615
908	272858	27315
909	273181	27017
910	273500	26719
911	273748	26414
912	273979	26107
913	274376	25816
914	274721	25520
915	274966	25215
916	275270	24915
917	275594	24617
918	275898	24317
919	276285	24024
920	276564	23722
921	276873	23423
922	277160	23121
923	277410	22817
924	277710	22517
925	277943	22211
926	278279	21914
927	278540	21610
928	278762	21304
929	279066	21005
930	279433	20709
931	279631	20402
932	279980	20105
933	280264	19804
934	280654	19510
935	280950	19210
936	281333	18915
937	281727	18621
938	282039	18322
939	282322	18020
940	282618	17719
941	282950	17421
942	283223	17119
943	283632	16825
944	283903	16523
945	284233	16224
946	284590	15927
947	284911	15628
948	285222	15328
949	285629	15033
950	285937	14732
951	286162	14428
952	286459	14127
953	286815	13829
954	287102	13528
955	287438	13229
956	287685	12926
957	287967	12624
958	288208	12321
959	288521	12021
960	288850	11722
961	289159	11422
962	289477	11122
963	289726	10819
964	290039	10519
965	290373	10220
966	290659	9919
967	290885	9616
968	291161	9314
969	291465	9014
970	291722	8712
971	292043	8412
972	292435	8114
973	292709	7813
974	292963	7511
975	293290	7212
976	293556	6910
977	293782	6608
978	293998	6306
979	294270	6005
980	294612	5706
981	294934	5406
982	295165	5104
983	295427	4803
984	295670	4502
985	295978	4202
986	296247	3901
987	296478	3600
988	296674	3299
989	297068	3000
990	297309	2700
991	297654	2400
992	297964	2100
993	298276	1800
994	298529	1500
995	298857	1200
996	299189	900
997	299431	600
998	299698	299
999	299998	0
