iter	Logloss
117	0.4240687644
118	0.4240038717
119	0.4239598413
120	0.423867143
121	0.4237565951
122	0.4237141243
123	0.4235982077
124	0.4235413319
125	0.4234537891
126	0.4234239441
127	0.4233192289
128	0.4232836618
129	0.4232096324
130	0.4231675538
131	0.4230891043
132	0.4229883826
133	0.4228927327
134	0.4228382289
135	0.4227543038
136	0.4226139575
137	0.422561876
138	0.4225066776
139	0.4224357704
140	0.4224010984
141	0.4223199062
142	0.4222861819
143	0.4222395695
144	0.4222075688
145	0.4221684297
146	0.4220611427
147	0.4219714804
148	0.4219248296
149	0.4218727062
150	0.4218177994
151	0.4217366321
152	0.4216972624
153	0.4215541956
154	0.4214926932
155	0.4214711475
156	0.4214214555
157	0.4213875766
158	0.4213590896
159	0.421331598
160	0.42129353
161	0.4212517099
162	0.4211732956
163	0.4210588766
164	0.4209687508
165	0.4208374892
166	0.4208125739
167	0.4207261606
168	0.4206079974
169	0.4205485562
170	0.4205075342
171	0.4204461653
172	0.4204128147
173	0.4202989042
174	0.4202781838
175	0.4202219405
176	0.4201730311
177	0.4201272374
178	0.4200587346
179	0.4200007932
180	0.4199933591
181	0.4199171452
182	0.4198048515
183	0.4197732249
184	0.4197403343
185	0.4197015859
186	0.4196551584
187	0.4195971623
188	0.4195521352
189	0.4194709659
190	0.4193461254
191	0.4193122741
192	0.4192683593
193	0.4191671775
194	0.4190590478
195	0.4189428007
196	0.4188726944
197	0.4188447021
198	0.4187836287
199	0.41871813
200	0.4186681971
201	0.4186202081
202	0.4185779163
203	0.4184976925
204	0.4184545424
205	0.41843275
206	0.4183471144
207	0.4183118724
208	0.418208767
209	0.4181324081
210	0.4180702749
211	0.4180108486
212	0.4179748349
213	0.4179004672
214	0.4178515907
215	0.417771558
216	0.4177280529
217	0.4176920404
218	0.4175944964
219	0.4175610159
220	0.4175054322
221	0.4174637192
222	0.4173636521
223	0.4173168996
224	0.4172581646
225	0.4171507988
226	0.4171059461
227	0.4170236291
228	0.4170097614
229	0.4169507683
230	0.416888863
231	0.4168214518
232	0.4167023209
233	0.4166273341
234	0.416566086
235	0.4165081688
236	0.4164698161
237	0.4163466845
238	0.4162673689
239	0.4162416567
240	0.4161730142
241	0.4161481268
242	0.4160472109
243	0.4160011569
244	0.4159371603
245	0.4159144439
246	0.4158550909
247	0.4158129089
248	0.4157557454
249	0.4156451433
250	0.4156232827
251	0.4155652867
252	0.4155096656
253	0.4154623577
254	0.4154088484
255	0.4153037693
256	0.4152689677
257	0.4151510911
258	0.4151020129
259	0.415072087
260	0.4150041486
261	0.4149238917
262	0.4148797414
263	0.4148303246
264	0.4147928098
265	0.4147587133
266	0.4146960286
267	0.4146649022
268	0.4146226793
269	0.4145199374
270	0.4144210063
271	0.4143849938
272	0.414289688
273	0.4142486225
274	0.4142182535
275	0.4141738223
276	0.4141556487
277	0.414030778
278	0.4139883547
279	0.4139338458
280	0.4138694771
281	0.4138134608
282	0.4137987609
283	0.4137374604
284	0.4136979982
285	0.4136686324
286	0.4136396328
287	0.413579623
288	0.4135487809
289	0.4135111847
290	0.4134682358
291	0.4134324554
292	0.4133646065
293	0.4132783581
294	0.4132497557
295	0.4131953287
296	0.4131388844
297	0.4130584957
298	0.4129752808
299	0.4129203404
300	0.4128733621
301	0.412823839
302	0.4127566449
303	0.4127017
304	0.4126554549
305	0.4126147727
306	0.412576085
307	0.4125594656
308	0.4125294752
309	0.4124971793
310	0.4124518313
311	0.4124065152
312	0.4123809008
313	0.4123495617
314	0.4122565879
315	0.4122114495
316	0.4121782694
317	0.4121593927
318	0.4121308583
319	0.4120990562
320	0.4120535452
321	0.4119906157
322	0.4119529479
323	0.4119250411
324	0.4118993959
325	0.4118729
326	0.411758437
327	0.41172069
328	0.4116838181
329	0.4116490415
330	0.411616399
331	0.4115837627
332	0.4115489105
333	0.4114977891
334	0.4114778925
335	0.4114219034
336	0.411360253
337	0.411282932
338	0.4112526469
339	0.4112010198
340	0.4111369618
341	0.4110806669
342	0.411016971
343	0.4109625966
344	0.4109030581
345	0.410832942
346	0.4107795718
347	0.410751322
348	0.4107303715
349	0.4106504429
350	0.4106326643
351	0.4105989708
352	0.4105610464
353	0.4105124353
354	0.4104978569
355	0.4104557477
356	0.4104101217
357	0.4103868596
358	0.4103492913
359	0.4103146668
360	0.4102570299
361	0.4102094955
362	0.4101433848
363	0.4100993874
364	0.4099974758
365	0.4099624456
366	0.4099122008
367	0.4098914499
368	0.4098657664
369	0.4098144221
370	0.4097964668
371	0.409757242
372	0.4097284264
373	0.4096659542
374	0.4096073093
375	0.4095604859
376	0.4095256202
377	0.4094807918
378	0.4094396271
379	0.4093917981
380	0.4093423898
381	0.4093127481
382	0.4092624722
383	0.4092348076
384	0.4092075922
385	0.4091278438
386	0.40910431
387	0.4090703171
388	0.409034932
389	0.4090122896
390	0.4089892176
391	0.4089627488
392	0.4089069823
393	0.4088611794
394	0.4088472818
395	0.4088215824
396	0.4087906033
397	0.4087489112
398	0.4087011344
399	0.4086642844
400	0.4086081781
401	0.408541946
402	0.4084970702
403	0.4084621285
404	0.4084365294
405	0.4084257452
406	0.4083454659
407	0.4083131465
408	0.4082864779
409	0.4082368697
410	0.408207758
411	0.4081704573
412	0.4081106608
413	0.40807957
414	0.4080479618
415	0.4080307802
416	0.4079851627
417	0.4079467335
418	0.4079084957
419	0.4078693138
420	0.4078334875
421	0.407809813
422	0.4077821892
423	0.4077248763
424	0.4076438591
425	0.4075619468
426	0.4075225656
427	0.4074989788
428	0.4074831494
429	0.4074158192
430	0.4073622641
431	0.4073080071
432	0.4072685926
433	0.4072280081
434	0.4071933733
435	0.4071575595
436	0.4070810883
437	0.4070458771
438	0.4069957418
439	0.4069737615
440	0.4069486744
441	0.4069088663
442	0.4068995866
443	0.4068582284
444	0.4068335
445	0.4068011625
446	0.406782003
447	0.4067402512
448	0.4066965173
449	0.4066578543
450	0.4066102626
451	0.4065969991
452	0.4065504011
453	0.4065164342
454	0.4064844724
455	0.4064501138
456	0.4064300093
457	0.4063687051
458	0.4063206803
459	0.4062689715
460	0.4062392046
461	0.4062055948
462	0.4061704467
463	0.4061349642
464	0.4061013529
465	0.4060654876
466	0.4060405796
467	0.4059412855
468	0.4059035867
469	0.4058824167
470	0.405851491
471	0.4058226984
472	0.4057846165
473	0.405761797
474	0.4057062074
475	0.4056705492
476	0.4056432038
477	0.4056064057
478	0.4055840342
479	0.4055393429
480	0.4054953933
481	0.4054622913
482	0.405408583
483	0.4053811519
484	0.4053738174
485	0.4053454219
486	0.4053052858
487	0.405281986
488	0.4052413479
489	0.4052252056
490	0.4052104265
491	0.40514062
492	0.4051155141
493	0.4050779527
494	0.4050596624
495	0.4050237725
496	0.4049783577
497	0.4049493234
498	0.4048911895
499	0.4048462558
500	0.4048012126
501	0.4047813549
502	0.4047574667
503	0.4047029802
504	0.404674385
505	0.4046458155
506	0.4046126002
507	0.4045567145
508	0.4045292263
509	0.4044914786
510	0.4044644805
511	0.4044156712
512	0.4043698814
513	0.4043265045
514	0.4042846266
515	0.4042385404
516	0.4042034634
517	0.4041859619
518	0.4041386947
519	0.4041054728
520	0.4040687876
521	0.4040424769
522	0.4039915181
523	0.4039687572
524	0.4039391274
525	0.4039079059
526	0.4038761968
527	0.4038408446
528	0.403805418
529	0.4037805066
530	0.403760409
531	0.4037129332
532	0.403680949
533	0.4036158921
534	0.4035733492
535	0.4035531946
536	0.4035288498
537	0.4034920523
538	0.4034669389
539	0.4034331174
540	0.4034084065
541	0.403384436
542	0.4033659074
543	0.4033463042
544	0.4033319563
545	0.4032685547
546	0.4031754391
547	0.4031408494
548	0.403118239
549	0.4030779038
550	0.4030544144
551	0.4030241331
552	0.403009843
553	0.4029796147
554	0.4029496345
555	0.4028847366
556	0.4028595937
557	0.4028342648
558	0.4028204667
559	0.4027916189
560	0.4027573377
561	0.4027158958
562	0.4026805372
563	0.4026504034
564	0.4025958092
565	0.4025576343
566	0.4024959213
567	0.402444867
568	0.4024006157
569	0.4023347568
570	0.4023016859
571	0.4022809116
572	0.4022443299
573	0.402202538
574	0.402176093
575	0.4021345382
576	0.4021071864
577	0.4020760102
578	0.4020461955
579	0.4020014132
580	0.4019707519
581	0.4019572925
582	0.4019463248
583	0.4019358021
584	0.4019159136
585	0.4018905204
586	0.4018572934
587	0.4018339775
588	0.4017817058
589	0.4017309717
590	0.4016997361
591	0.4016556005
592	0.4016237915
593	0.401606627
594	0.4015733187
595	0.4015187624
596	0.4014724379
597	0.4014528127
598	0.401404058
599	0.4013541345
600	0.4013137223
601	0.4012779357
602	0.401231335
603	0.4012123912
604	0.4011847614
605	0.4011595128
606	0.4011081391
607	0.4010674367
608	0.4010225872
609	0.4009791454
610	0.4009391133
611	0.4009001884
612	0.400863629
613	0.4008405007
614	0.4008079873
615	0.4007548534
616	0.4007299613
617	0.4006977817
618	0.4006339458
619	0.4006047129
620	0.4005830437
621	0.4005566271
622	0.4004977973
623	0.4004595947
624	0.4004115264
625	0.4003792826
626	0.4003558538
627	0.4003141486
628	0.4002840223
629	0.4002519112
630	0.4002217295
631	0.400194797
632	0.4001462626
633	0.4001283314
634	0.40009777
635	0.4000599768
636	0.4000237946
637	0.3999998848
638	0.3999675572
639	0.3999428355
640	0.399892576
641	0.3998558002
642	0.3998129876
643	0.3997546207
644	0.3996813796
645	0.3996544579
646	0.3996146833
647	0.3995788594
648	0.3995298059
649	0.3994935274
650	0.3994722286
651	0.3994481138
652	0.3994088904
653	0.3993689937
654	0.3993472131
655	0.3993265473
656	0.3993027274
657	0.3992703655
658	0.3992409853
659	0.3992043954
660	0.3991740745
661	0.3991515642
662	0.399128969
663	0.3990973111
664	0.3990554268
665	0.3990144247
666	0.3989617912
667	0.39893363
668	0.3989065681
669	0.3988633504
670	0.3988258874
671	0.3987914666
672	0.3987476515
673	0.3987199918
674	0.3986816208
675	0.3986527575
676	0.3986088059
677	0.3985715953
678	0.3985338907
679	0.3985166422
680	0.3984894178
681	0.3984693552
682	0.3984331951
683	0.3984151776
684	0.3983977656
685	0.3983700284
686	0.3983327423
687	0.3982924958
688	0.3982399459
689	0.3982151886
690	0.3981643304
691	0.3981222349
692	0.3980865874
693	0.3980526346
694	0.3980176906
695	0.3979995213
696	0.3979663121
697	0.3979332767
698	0.3978914098
699	0.3978559805
700	0.3978197531
701	0.3977690818
702	0.3977411238
703	0.3977010087
704	0.3976660962
705	0.3976405178
706	0.3976216382
707	0.3975862773
708	0.3975408681
709	0.3975006647
710	0.3974727408
711	0.3974245469
712	0.3973794429
713	0.3973444737
714	0.397296089
715	0.3972654583
716	0.3972266762
717	0.3971960417
718	0.3971747735
719	0.3971027102
720	0.397065449
721	0.3970219685
722	0.3969778962
723	0.3969599185
724	0.3969218936
725	0.3968819761
726	0.3968644361
727	0.3968239816
728	0.3967904395
729	0.396758487
730	0.3967082091
731	0.3966779956
732	0.396650377
733	0.3966035572
734	0.3965703218
735	0.3965272122
736	0.3965094262
737	0.3964716305
738	0.3964326117
739	0.396423836
740	0.3964049349
741	0.3963736647
742	0.3963348929
743	0.3963086169
744	0.3963028522
745	0.3962834474
746	0.396230038
747	0.3961892123
748	0.3961709319
749	0.3961346402
750	0.3961031993
751	0.3960457946
752	0.3960192915
753	0.3959849167
754	0.3959602018
755	0.3958753096
756	0.395830248
757	0.395805755
758	0.3957661217
759	0.395710065
760	0.3956626035
761	0.3956316192
762	0.3956228902
763	0.3955956689
764	0.3955777141
765	0.395541054
766	0.3954457296
767	0.3953954378
768	0.3953682113
769	0.3953278598
770	0.3953022212
771	0.3952776211
772	0.3952545344
773	0.3951933614
774	0.3951626001
775	0.3951403218
776	0.3951115893
777	0.3950933674
778	0.3950664828
779	0.3950424499
780	0.3950029382
781	0.3949815067
782	0.3949560038
783	0.3949263728
784	0.3948956845
785	0.3948609662
786	0.394838283
787	0.3948181031
788	0.3947934354
789	0.3947607404
790	0.394730935
791	0.394696226
792	0.3946665555
793	0.3946444294
794	0.3946223333
795	0.394584701
796	0.3945532092
797	0.3944907597
798	0.3944723388
799	0.3944088531
800	0.394349121
801	0.3942931696
802	0.3942729556
803	0.3942384193
804	0.3942195583
805	0.3941977282
806	0.3941811449
807	0.3941475488
808	0.3941017332
809	0.394056678
810	0.3940321523
811	0.3939983427
812	0.3939195503
813	0.3938497439
814	0.3938113065
815	0.3937758923
816	0.3937523137
817	0.3937387633
818	0.3937022442
819	0.3936646008
820	0.3936161489
821	0.3935434615
822	0.393475186
823	0.3934389833
824	0.3934071202
825	0.3933785976
826	0.3933574271
827	0.3933289707
828	0.3933018852
829	0.3932825537
830	0.3932592724
831	0.393230677
832	0.3932011114
833	0.3931704475
834	0.3931475874
835	0.393123301
836	0.3930985038
837	0.3930837342
838	0.393055633
839	0.3930262066
840	0.3930033605
841	0.3929710264
842	0.3929435597
843	0.3929131771
844	0.3928821545
845	0.392838585
846	0.3928006532
847	0.392753089
848	0.3927194786
849	0.3926878896
850	0.3926655367
851	0.39264086
852	0.3926077135
853	0.392571392
854	0.3925494505
855	0.3925093041
856	0.3924884495
857	0.392436266
858	0.3923913655
859	0.3923616621
860	0.3923266419
861	0.3923140551
862	0.3922901916
863	0.3922605796
864	0.3922063711
865	0.3921768473
866	0.3921502282
867	0.3921261242
868	0.3921047742
869	0.3920801966
870	0.3920552372
871	0.3920293666
872	0.3920106127
873	0.3919668032
874	0.3919524614
875	0.3919171673
876	0.3918763021
877	0.3918397221
878	0.3917986275
879	0.3917725406
880	0.3917336874
881	0.3916612731
882	0.3916260715
883	0.3915731273
884	0.3915518186
885	0.3915253425
886	0.391487927
887	0.3914670488
888	0.3914308924
889	0.3914049651
890	0.3913869147
891	0.3913384247
892	0.391295983
893	0.3912475314
894	0.3912168679
895	0.3911774905
896	0.3911494977
897	0.3911300627
898	0.391091032
899	0.3910731642
900	0.3910504234
901	0.3910283323
902	0.3909766132
903	0.3909523981
904	0.3909345425
905	0.3909007802
906	0.3908844713
907	0.3908476668
908	0.3908087579
909	0.3907840742
910	0.3907460678
911	0.3907184844
912	0.3906739744
913	0.3906489596
914	0.3906153432
915	0.3905695766
916	0.3905244941
917	0.3905068081
918	0.390476137
919	0.3904390864
920	0.3904049493
921	0.3903819956
922	0.3903624807
923	0.3903421117
924	0.390304016
925	0.3902822248
926	0.3902332299
927	0.3902069255
928	0.3901871013
929	0.3901674726
930	0.3901472908
931	0.3901129084
932	0.3900889911
933	0.3900629339
934	0.3900406346
935	0.3900020454
936	0.389978872
937	0.389944148
938	0.389914697
939	0.3898690922
940	0.3898393748
941	0.3898095668
942	0.3897735169
943	0.3897531078
944	0.3897232987
945	0.3896799531
946	0.3896553874
947	0.3896195495
948	0.3895710212
949	0.3895503554
950	0.3895213692
951	0.3894831776
952	0.3894684821
953	0.3894282799
954	0.3893920214
955	0.3893523712
956	0.3893250424
957	0.3892992854
958	0.3892862446
959	0.3892524495
960	0.3892040946
961	0.3891811055
962	0.3891378771
963	0.3890969203
964	0.3890793068
965	0.389038599
966	0.389021347
967	0.3889769856
968	0.3889628579
969	0.3889428781
970	0.3889168913
971	0.3888888054
972	0.3888548154
973	0.38883025
974	0.3888083065
975	0.3887834536
976	0.388755233
977	0.3887322457
978	0.3887197806
979	0.388694365
980	0.3886550779
981	0.3886326558
982	0.3885783235
983	0.3885611598
984	0.3885243765
985	0.3884956685
986	0.3884834855
987	0.3884424663
988	0.3884247453
989	0.3883975288
990	0.3883563763
991	0.3883115358
992	0.3882805713
993	0.3882482743
994	0.3882333962
995	0.3881998107
996	0.3881545879
997	0.3881223786
998	0.3881000359
999	0.3880816926
